"","EM","P","PCOM","FF","NBRX","M2"
"439",1169.319492,460.5769982,-6.062462182,5.4,0.993107323,4.620551251
"440",1169.558863,460.6569201,-2.826455817,5.22,0.993617511,4.248409663
"441",1169.667933,460.866406,-0.914767294,5.3,0.992848792,4.185974141
"442",1169.889868,461.1947173,-2.008435712,5.24,0.994263786,4.227624641
"443",1170.115454,461.4030808,-2.857337244,5.31,0.995698925,4.371761569
"444",1170.285137,461.5714376,0,5.29,0.996909519,4.638034275
"445",1170.443799,461.7888946,2.35502894,5.25,0.99909382,4.52290014
"446",1170.70356,462.0452819,3.961748607,5.19,0.999137701,4.427802094
"447",1170.971683,462.1437152,3.796322598,5.39,0.99671905,4.131069658
"448",1171.198122,462.2518824,2.121420244,5.51,0.994488438,4.254063155
"449",1171.41342,462.2322278,2.264247675,5.5,0.994769224,4.290977972
"450",1171.619279,462.3402918,3.022900196,5.56,0.992178009,4.404360429
"451",1171.867054,462.4580571,3.367321511,5.52,0.991250963,4.484783031
"452",1171.932156,462.5462919,2.908389455,5.54,0.987255174,5.016215835
"453",1172.256221,462.7420795,2.148843013,5.54,0.990531777,5.225954741
"454",1172.535583,462.8886728,2.99772655,5.5,0.99414632,5.372158331
"455",1172.764967,462.9179641,2.358997343,5.52,0.996702018,5.497029553
"456",1173.021994,462.9277285,-1.104045185,5.5,0.993084016,5.534495311
"457",1173.234208,462.9765212,-5.203732576,5.56,0.995521652,5.736717116
"458",1173.40109,463.0155427,-7.372660814,5.51,0.998753662,6.243244894
"459",1173.536477,463.0350514,-7.831957943,5.49,0.999084109,6.482637712
"460",1173.750798,463.2201504,-7.313963665,5.45,0.998439261,6.623524248
"461",1174.044343,463.3466082,-9.018238757,5.49,0.996639135,6.828657905
"462",1174.219422,463.366045,-11.09823912,5.56,0.994474408,6.986927135
"463",1174.273475,463.5699376,-12.0373308,5.54,0.994254793,6.980254914
"464",1174.591637,463.7056354,-14.8026962,5.55,0.993970677,6.804727175
"465",1174.762598,463.72501,-17.36916897,5.51,0.99435638,7.316014973
"466",1174.95458,463.9281727,-17.43143239,5.07,0.996086018,7.820272111
"467",1175.146981,464.0054617,-17.41948017,4.83,0.99811202,8.224420086
"468",1175.41918,464.1598534,-15.18760129,4.68,0.997410531,8.41626821
"469",1175.533032,464.4198605,-12.08525404,4.63,0.995507834,8.340685996
"470",1175.872248,464.4583156,-10.59538114,4.76,0.997439494,8.159533031
"471",1176.00277,464.4967632,-11.96872647,4.81,0.998517877,7.784053779
"472",1176.206419,465.0143537,-10.96858254,4.74,0.996216697,7.778834311
"473",1176.34974,465.0143537,-10.17373233,4.74,0.997136027,7.779171827
"474",1176.555015,465.0334764,-7.681317776,4.76,0.996642261,7.608634907
"475",1176.770721,465.2626133,-5.765285143,4.99,0.992636055,7.700144839
"476",1176.930261,465.4341239,-3.478611609,5.07,0.991811863,7.525020641
"477",1177.074094,465.7762651,1.064354508,5.22,0.991866603,6.914749006
"478",1177.423533,465.9374237,-0.784317746,5.2,0.993172652,6.392128278
"479",1177.600486,465.9942396,3.026097178,5.42,0.994323809,6.055288175
"480",1177.809349,466.1550548,3.707741778,5.3,0.99231653,5.918433749
"481",1178.041503,466.4382031,3.971466229,5.46,0.991343194,5.892398168
"482",1178.175341,466.8989664,3.498899185,5.73,0.99740216,5.606253293
"483",1178.631336,467.3296044,5.114192067,5.85,0.995558974,5.994643782
"484",1178.81528,467.3296044,4.821396133,6.02,0.992545914,6.270953178
"485",1178.986757,467.3015702,4.094254181,6.27,0.991171378,5.854314594
"486",1179.032233,467.5721819,3.046918747,6.53,0.987989569,5.820082071
"487",1178.979176,467.8234774,0.984259914,6.54,0.985818961,5.648596977
"488",1178.932159,467.7025595,0,6.5,0.985394647,5.878387941
"489",1179.090563,468.0277687,-1.45421855,6.52,0.987863708,6.173560834
"490",1179.165508,468.1946056,0,6.51,0.989262192,6.14892622
"491",1179.266861,468.3241747,-2.73909614,6.51,0.992722241,5.89509278
"492",1179.333365,468.4628076,-2.355102307,6.4,0.994546446,6.082686224
"493",1179.379438,468.923553,-3.557305297,5.98,0.998119865,6.61492132
"494",1179.505465,469.1623063,-3.716742622,5.49,0.998662104,7.18921338
